Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
VEH ,5FNRL18534B063363,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2004,HONDA,SUBN,GAS     ,"4,205",,,3/14/2018,3/7/2020,GY   ,N,Y,N
VEH ,5EH1HCX01XB001206,MOT,BEDFORD VILLAG ,NY,10506,WESTCHESTER ,1999,EXCEL,MCY ,GAS     ,765,,,3/26/2019,4/30/2020,BK   ,N,N,N
VEH ,5CDNNCAJ83G012076,MOT,BEDFORD VILLAG ,NY,10506,WESTCHESTER ,2003,INDIA,MCY ,GAS     ,687,,,3/26/2019,4/30/2020,BK   ,N,N,N
VEH ,5B4LP57G433375035,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2004,SIGHT,H/WH,GAS     ,"13,268",,,3/9/2018,4/6/2020,WH   ,N,N,N
VEH ,5B4GP42W813331224,COM,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2001,WO/HO,VAN ,GAS     ,,"5,560",,1/11/2019,2/25/2021,WH   ,N,N,N
VEH ,5BZBF0AA5CN200491,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2012,NISSA,SUBN,GAS     ,"6,626",,,8/7/2018,7/11/2020,RD   ,N,N,N
VEH ,497877H935658    ,HIS,KATONAH        ,NY,10536,WESTCHESTER ,1967,BUICK,2DSD,GAS     ,396,,,10/11/2018,11/30/2019,GY   ,N,N,N
VEH ,496206296,HIS,KATONAH        ,NY,10536,WESTCHESTER ,1949,CADIL,2DSD,GAS     ,"3,862",,,4/15/2019,4/28/2020,BK   ,N,N,N
VEH ,494879H935722    ,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1969,BUICK,2DSD,GAS     ,"4,354",,,7/5/2018,7/4/2020,BL   ,N,N,N
VEH ,494871H928984    ,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1971,BUICK,2DSD,GAS     ,"4,325",,,6/10/2019,7/25/2021,BK   ,N,N,N
VEH ,494475H952089    ,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1965,BUICK,2DSD,GAS     ,"4,036",,,5/23/2019,5/22/2021,WH   ,N,N,N
VEH ,4932047,MOT,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1974,BMW  ,MCY ,GAS     ,440,,,1/29/2019,4/30/2020,BL   ,N,N,N
VEH ,478TE260514011953,ATV,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2001,HONDA,ATV ,GAS     ,627,,,6/4/2019,4/30/2020,RD   ,N,N,N
VEH ,4762902211,SRF,KATONAH        ,NY,10536,WESTCHESTER ,1976,PORCH,2DSD,GAS     ,"2,500",,,6/21/2019,6/25/2021,RD   ,N,N,N
VEH ,47471,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1937,DELAH,CONV,GAS     ,"3,000",,,7/8/2019,9/17/2021,BL   ,N,N,N
VEH ,4500100,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1954,ME/BE,2DSD,GAS     ,"2,849",,,2/28/2019,2/5/2021,RD   ,N,N,N
VEH ,4398453,HIS,KATONAH        ,NY,10536,WESTCHESTER ,1949,STUDE,4DSD,GAS     ,"3,325",,,8/7/2019,9/15/2020,GY   ,N,N,N
VEH ,4365X119721      ,HIS,KATONAH        ,NY,10536,WESTCHESTER ,1964,FORD ,CONV,GAS     ,"3,761",,,6/7/2019,4/25/2020,LT BL,N,N,N
VEH ,4322454,HIS,BEDFORD        ,NY,10506,WESTCHESTER ,1930,FORD ,CONV,GAS     ,"3,500",,,6/7/2019,4/5/2020,BK   ,N,N,N
VEH ,4099268,HIS,KATONAH        ,NY,10536,WESTCHESTER ,1936,DODGE,4DSD,GAS     ,"3,013",,,5/7/2019,6/10/2020,BK/GY,N,N,N
VEH ,4X37T5H448066    ,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1975,BUICK,2DSD,GAS     ,"4,633",,,7/1/2019,7/30/2021,BK   ,N,N,N
VEH ,4XASXZ858KB673738,ATV,BEDFORD        ,NY,10506,WESTCHESTER ,2019,POLAR,ATV ,GAS     ,842,,,10/8/2019,8/31/2020,GY   ,N,N,N
VEH ,4XASXE956HB133403,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2017,POLAR,ATV ,GAS     ,850,,,7/23/2019,8/31/2020,BK   ,N,N,N
VEH ,4XASXE954FA644613,ATV,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2015,POLAR,ATV ,GAS     ,850,,,6/3/2019,8/31/2020,BR/GR,N,N,N
VEH ,4XASEF572JA111946,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2018,POLAR,ATV ,GAS     ,757,,,8/3/2019,8/31/2020,GY   ,N,N,N
VEH ,4XASEE575FA208057,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2015,POLAR,ATV ,GAS     ,713,,,9/20/2019,8/31/2020,GR/TN,N,N,N
VEH ,4XASEE57XHA084760,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2017,POLAR,ATV ,GAS     ,690,,,7/9/2019,8/31/2020,RD   ,N,N,N
VEH ,4XASEE507HA072102,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2017,POLAR,ATV ,GAS     ,699,,,9/20/2019,8/31/2020,GR   ,N,N,N
VEH ,4XASEE455GA585196,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2016,POLAR,ATV ,GAS     ,713,,,7/9/2019,8/31/2020,GR   ,N,N,N
VEH ,4XASEA576KA624170,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2019,POLAR,ATV ,GAS     ,677,,,8/23/2019,8/31/2020,GR   ,N,N,N
VEH ,4XASEA571FA638709,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2015,POLAR,ATV ,GAS     ,702,,,7/24/2019,8/31/2020,GR   ,N,N,N
VEH ,4XAMH76A8EA109771,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2014,POLAR,ATV ,GAS     ,733,,,5/28/2019,8/31/2020,BL   ,N,N,N
VEH ,4XAMH42A25B688125,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2005,POLAR,ATV ,GAS     ,715,,,7/13/2019,8/31/2020,GR   ,N,N,N
VEH ,4XACH59A14A305741,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2004,POLAR,ATV ,GAS     ,720,,,7/9/2019,8/31/2020,GR   ,N,N,N
VEH ,4XACH42A12A524071,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2002,POLAR,ATV ,GAS     ,697,,,3/19/2019,4/30/2020,YW   ,N,N,N
VEH ,4UZBVE115KGKG3584,COM,KATONAH        ,NY,10536,WESTCHESTER ,2019,MI/FU,DUMP,GAS     ,,"15,995",,4/18/2019,4/30/2021,WH   ,N,N,N
VEH ,4USCH7330WLD16524,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,1998,BMW  ,CONV,GAS     ,"2,723",,,4/17/2018,5/19/2020,GY   ,N,N,N
VEH ,4USCH7327TLB74854,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1996,BMW  ,CONV,GAS     ,"2,690",,,7/17/2018,7/21/2020,BK   ,N,N,N
VEH ,4USBU33538LW76372,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,BMW  ,CONV,GAS     ,"3,086",,,5/22/2018,5/21/2020,BL   ,N,N,N
VEH ,4USBT53564LT27277,SRF,BEDFORD        ,NY,10506,WESTCHESTER ,2004,BMW  ,CONV,GAS     ,"2,998",,,6/1/2018,8/8/2020,RD   ,N,N,N
VEH ,4USBT53433LU02863,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2003,BMW  ,CONV,GAS     ,"3,042",,,8/17/2018,9/23/2020,BL   ,N,N,N
VEH ,4UF18MPV4JT200149,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2018,TEXTR,ATV ,GAS     ,996,,,7/11/2019,8/31/2020,GR   ,N,N,N
VEH ,4UF14MPV6ET311447,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2014,AR/CA,ATV ,GAS     ,993,,,6/6/2019,8/31/2020,GR   ,N,N,N
VEH ,4UF14MPV5ET310712,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2014,AR/CA,ATV ,GAS     ,993,,,9/20/2019,8/31/2020,GR   ,N,N,N
VEH ,4UF05ATV85T226431,ATV,KATONAH        ,NY,10536,WESTCHESTER ,2004,AR/CA,ATV ,GAS     ,646,,,7/9/2019,8/31/2020,GR   ,N,N,N
VEH ,4T4BF3EK7BR212362,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,TOYOT,4DSD,GAS     ,"3,208",,,7/16/2018,7/20/2020,GY   ,N,N,N
VEH ,4T4BF3EK3BR184625,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,TOYOT,4DSD,GAS     ,"3,208",,,2/28/2019,4/10/2021,RD   ,N,N,N
VEH ,4T4BF3EKXBR178224,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,TOYOT,4DSD,GAS     ,"3,208",,,7/18/2019,6/9/2021,GY   ,N,N,N
VEH ,4T4BF3EKXAR006273,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2010,TOYOT,4DSD,GAS     ,"3,211",,,8/20/2019,11/6/2021,GY   ,N,N,N
VEH ,4T4BF1FK7GR521789,PAS,BEDFORD HLS    ,NY,10507,WESTCHESTER ,2016,TOYOT,4DSD,GAS     ,"3,115",,,4/13/2018,5/26/2020,WH   ,N,N,N
VEH ,4T4BF1FK7ER423679,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2014,TOYOT,4DSD,GAS     ,"3,060",,,1/23/2019,3/4/2021,GY   ,N,N,N
VEH ,4T4BF1FK7DR290971,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2013,TOYOT,4DSD,GAS     ,"3,065",,,8/31/2018,9/15/2020,GY   ,N,N,N
VEH ,4T4BF1FK6GR569171,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2016,TOYOT,4DSD,GAS     ,"3,115",,,6/22/2018,8/3/2020,WH   ,N,N,N
VEH ,4T4BF1FK3FR511646,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2015,TOYOT,4DSD,GAS     ,"3,115",,,3/29/2018,6/29/2020,GY   ,N,N,N
VEH ,4T4BF1FK3DR314375,PAS,BEDFORD        ,NY,10507,WESTCHESTER ,2013,TOYOT,4DSD,GAS     ,"3,120",,,4/26/2018,5/28/2020,WH   ,N,N,N
VEH ,4T4BF1FK2FR466151,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2015,TOYOT,4DSD,GAS     ,"3,115",,,9/20/2019,9/19/2021,BK   ,N,N,N
VEH ,4T4BF1FK1FR482986,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2015,TOYOT,4DSD,GAS     ,"3,115",,,8/23/2018,8/22/2020,GY   ,N,N,N
VEH ,4T4BF1FK1ER400351,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2014,TOYOT,4DSD,GAS     ,"3,060",,,5/10/2019,6/12/2021,GY   ,N,N,N
VEH ,4T4BE46K69R098078,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2009,TOYOT,4DSD,GAS     ,"3,209",,,11/30/2018,11/29/2020,DK BL,N,N,N
VEH ,4T4BE46K48R026049,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,209",,,1/6/2018,1/19/2020,RD   ,N,N,N
VEH ,4T4BE46K19R134131,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,TOYOT,4DSD,GAS     ,"3,209",,,6/25/2018,6/24/2020,GR   ,N,N,N
VEH ,4T4BE46K09R051919,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2009,TOYOT,4DSD,GAS     ,"3,209",,,10/27/2019,11/2/2021,DK GY,N,N,N
VEH ,4T3ZF19C83U556369,PAS,KATONAH        ,NY,10536,SUFFOLK     ,2003,TOYOT,SUBN,GAS     ,"3,819",,,4/24/2019,7/1/2021,BL   ,N,N,N
VEH ,4T3ZF19C11U393092,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2001,TOYOT,SUBN,GAS     ,"3,819",,,8/13/2018,9/30/2020,GY   ,N,N,N
VEH ,4T3ZF13C9YU240107,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2000,TOYOT,SUBN,GAS     ,"3,797",,,10/7/2019,10/6/2021,BL   ,N,N,N
VEH ,4T3ZF13C83U531108,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2003,TOYOT,SUBN,GAS     ,"3,830",,,12/13/2018,12/31/2020,RD   ,N,N,N
VEH ,4T3ZF13C72U439812,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2002,TOYOT,SUBN,GAS     ,"3,830",,,11/15/2017,12/27/2019,BL   ,N,N,N
VEH ,4T3ZF13C22U507501,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2002,TOYOT,SUBN,GAS     ,"3,830",,,5/17/2019,5/16/2021,TN   ,N,N,N
VEH ,4T3ZF13C2YU191672,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2000,TOYOT,SUBN,GAS     ,"3,797",,,11/1/2018,11/16/2020,GR   ,N,N,N
VEH ,4T3ZF13C12U436971,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2002,TOYOT,SUBN,GAS     ,"3,830",,,10/9/2019,11/15/2021,BL   ,N,N,N
VEH ,4T3BK3BB9BU046184,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,TOYOT,SUBN,GAS     ,"3,945",,,5/21/2019,6/29/2021,GY   ,N,N,N
VEH ,4T3BK3BB6DU085365,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2013,TOYOT,SUBN,GAS     ,"3,760",,,1/22/2018,3/1/2020,GY   ,N,N,N
VEH ,4T3BK3BB6BU053514,ORG,KATONAH        ,NY,10536,WESTCHESTER ,2011,TOYOT,SUBN,GAS     ,"3,945",,,1/13/2019,2/20/2021,GY   ,N,N,N
VEH ,4T3BK3BB5DU086166,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2013,TOYOT,SUBN,GAS     ,"3,945",,,5/10/2018,6/24/2020,BK   ,N,N,N
VEH ,4T3BK3BB1EU105751,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2014,TOYOT,SUBN,GAS     ,"3,945",,,4/15/2018,5/18/2020,GY   ,N,N,N
VEH ,4T3BK3BB1DU093714,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2013,TOYOT,SUBN,GAS     ,"3,945",,,12/3/2018,12/22/2020,GY   ,N,N,N
VEH ,4T3BK3BB0DU075026,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2013,TOYOT,SUBN,GAS     ,"3,945",,,1/2/2019,1/16/2021,BK   ,N,N,N
VEH ,4T3BK3BB0AU030924,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2010,TOYOT,SUBN,GAS     ,"3,945",,,6/4/2019,7/10/2021,BK   ,N,N,N
VEH ,4T3BK3BBXBU051460,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,TOYOT,SUBN,GAS     ,"3,945",,,9/20/2018,4/20/2020,BK   ,N,N,N
VEH ,4T3BK11A79U007942,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2009,TOYOT,SUBN,GAS     ,"3,948",,,2/14/2019,3/18/2021,GY   ,N,N,N
VEH ,4T3BK11A49U017019,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,TOYOT,SUBN,GAS     ,"3,948",,,8/21/2019,8/17/2021,WH   ,N,N,N
VEH ,4T3BK11A29U017455,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,TOYOT,SUBN,GAS     ,"3,948",,,10/13/2019,11/6/2021,GY   ,N,N,N
VEH ,4T3BA3BB4DU046180,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2013,TOYOT,SUBN,GAS     ,"3,845",,,2/5/2018,3/23/2020,BL   ,N,N,N
VEH ,4T3BA3BB2AU013397,ORG,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2010,TOYOT,SUBN,GAS     ,"3,845",,,10/6/2019,10/1/2021,WH   ,N,N,N
VEH ,4T3BA3BBXAU018458,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,TOYOT,SUBN,GAS     ,"3,845",,,7/26/2018,7/25/2020,WH   ,N,N,N
VEH ,4T1SV24E5MU346275,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1991,TOYOT,4DSD,GAS     ,"2,659",,,7/12/2019,8/26/2021,GY   ,N,N,N
VEH ,4T1SV21E7MU374745,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1991,TOYOT,4DSD,GAS     ,"2,703",,,8/15/2018,9/19/2020,BL   ,N,N,N
VEH ,4T1SK12E5RU372582,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1994,TOYOT,4DSD,GAS     ,"2,982",,,6/28/2018,6/2/2020,DK GY,N,N,N
VEH ,4T1SK12E3SU612248,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1995,TOYOT,4DSD,GAS     ,"2,982",,,5/19/2019,7/2/2021,RD   ,N,N,N
VEH ,4T1SK12C9RU461747,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1994,TOYOT,2DSD,GAS     ,"2,960",,,12/29/2017,3/24/2020,GR   ,N,N,N
VEH ,4T1GK12C5RU043899,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1994,TOYOT,2DSD,GAS     ,"3,115",,,4/5/2018,4/3/2020,GY   ,N,N,N
VEH ,4T1FA38P96U080227,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2006,TOYOT,CONV,GAS     ,"3,450",,,8/10/2019,9/8/2021,RD   ,N,N,N
VEH ,4T1FA38P64U027028,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2004,TOYOT,CONV,GAS     ,"3,450",,,3/4/2019,4/20/2021,BK   ,N,N,N
VEH ,4T1FA38P37U121873,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2007,TOYOT,CONV,GAS     ,"3,517",,,11/6/2018,12/19/2020,WH   ,N,N,N
VEH ,4T1FA38P28U156731,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,TOYOT,CONV,GAS     ,"3,483",,,6/18/2018,7/21/2020,BK   ,N,N,N
VEH ,4T1EF12K5TU138182,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1996,TOYOT,SUBN,GAS     ,"3,302",,,1/10/2018,2/16/2020,DK GR,N,N,N
VEH ,4T1CE38P24U814601,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2004,TOYOT,2DSD,GAS     ,"3,076",,,11/15/2018,10/11/2020,BL   ,N,N,N
VEH ,4T1CA30P65U057095,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2005,TOYOT,2DSD,GAS     ,"3,340",,,6/18/2018,6/25/2020,BL   ,N,N,N
VEH ,4T1B61HK2JU014216,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,279",,,7/29/2019,10/5/2021,BK   ,N,N,N
VEH ,4T1B31HK7KU514317,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,379",,,7/26/2019,7/25/2021,BK   ,N,N,N
VEH ,4T1B31HK3KU007415,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,379",,,4/11/2019,4/10/2021,GY   ,N,N,N
VEH ,4T1B21HK7JU002798,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,479",,,10/18/2019,12/15/2021,GY   ,N,N,N
VEH ,4T1B21HK6KU514246,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,456",,,6/18/2019,6/30/2021,WH   ,N,N,N
VEH ,4T1B21HK5KU518496,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,456",,,7/31/2019,11/14/2020,GY   ,N,N,N
VEH ,4T1B21HK3KU011466,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,456",,,4/29/2019,4/28/2021,WH   ,N,N,N
VEH ,4T1B11HK9KU291204,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,180",,,10/12/2019,10/11/2021,BL   ,N,N,N
VEH ,4T1B11HK9JU674932,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,180",,,11/20/2018,11/19/2020,BK   ,N,N,N
VEH ,4T1B11HK9JU525548,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,295",,,9/11/2018,10/19/2020,GY   ,N,N,N
VEH ,4T1B11HK7KU706097,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,180",,,3/9/2019,3/8/2021,BL   ,N,N,N
VEH ,4T1B11HK7JU674704,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,180",,,10/4/2018,1/30/2020,GY   ,N,N,N
VEH ,4T1B11HK6KU758823,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,180",,,8/9/2019,4/15/2020,RD   ,N,N,N
VEH ,4T1B11HK6JU539956,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,224",,,7/15/2019,6/29/2021,GR   ,N,N,N
VEH ,4T1B11HK5JU558756,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,235",,,7/2/2019,7/1/2021,BL   ,N,N,N
VEH ,4T1B11HK4JU593806,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,224",,,4/11/2019,10/27/2020,BL   ,N,N,N
VEH ,4T1B11HK3KU161435,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,235",,,11/10/2018,11/9/2020,GY   ,N,N,N
VEH ,4T1B11HK3JU666812,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,180",,,1/11/2019,1/30/2021,WH   ,N,N,N
VEH ,4T1B11HK0KU798816,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,180",,,9/16/2019,9/15/2021,BL   ,N,N,N
VEH ,4T1BZ1HK8KU023222,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,456",,,12/31/2018,10/11/2020,BL   ,N,N,N
VEH ,4T1BZ1HK3JU502100,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2018,TOYOT,4DSD,GAS     ,"3,456",,,3/4/2019,4/8/2021,GY   ,N,N,N
VEH ,4T1BZ1FB6KU028485,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2019,TOYOT,4DSD,GAS     ,"3,575",,,3/28/2019,3/27/2021,WH   ,N,N,N
VEH ,4T1BK46K89U588721,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,TOYOT,4DSD,GAS     ,"3,418",,,12/11/2018,12/10/2020,BK   ,N,N,N
VEH ,4T1BK46K57U002120,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,418",,,8/16/2019,9/22/2021,GY   ,N,N,N
VEH ,4T1BK46K48U071513,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,385",,,12/9/2017,2/21/2020,DK GY,N,N,N
VEH ,4T1BK46K37U523885,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,418",,,7/24/2018,10/4/2020,GY   ,N,N,N
VEH ,4T1BK46K07U003708,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,363",,,6/18/2018,7/31/2020,RD   ,N,N,N
VEH ,4T1BK46KX8U055204,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,385",,,7/15/2019,8/28/2021,GY   ,N,N,N
VEH ,4T1BK36B88U320504,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,490",,,9/27/2019,8/31/2021,GY   ,N,N,N
VEH ,4T1BK36B88U268355,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,490",,,8/2/2019,10/21/2021,BK   ,N,N,N
VEH ,4T1BK36B77U215421,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,457",,,11/14/2017,12/23/2019,GY   ,N,N,N
VEH ,4T1BK36B76U084201,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2006,TOYOT,4DSD,GAS     ,"3,497",,,4/23/2018,7/4/2020,GY   ,N,N,N
VEH ,4T1BK36B67U234316,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,391",,,12/27/2018,2/7/2021,BK   ,N,N,N
VEH ,4T1BK36B47U233133,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,391",,,4/12/2019,5/31/2021,BK   ,N,N,N
VEH ,4T1BK36B46U069722,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2006,TOYOT,4DSD,GAS     ,"3,560",,,3/1/2019,7/27/2020,GY   ,N,N,N
VEH ,4T1BK36B45U054720,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2005,TOYOT,4DSD,GAS     ,"3,650",,,8/31/2018,9/14/2020,WH   ,N,N,N
VEH ,4T1BK36B36U075236,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2006,TOYOT,4DSD,GAS     ,"3,560",,,4/4/2019,5/4/2021,GY   ,N,N,N
VEH ,4T1BK36B26U146894,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2006,TOYOT,4DSD,GAS     ,"3,442",,,10/26/2018,10/25/2020,GY   ,N,N,N
VEH ,4T1BK36B17U222199,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,TOYOT,4DSD,GAS     ,"3,491",,,3/9/2019,3/16/2021,GY   ,N,N,N
VEH ,4T1BK36B08U275722,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,490",,,10/20/2019,11/16/2021,GY   ,N,N,N
VEH ,4T1BK36BX9U350038,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,TOYOT,4DSD,GAS     ,"3,585",,,7/1/2019,7/24/2021,BK   ,N,N,N
VEH ,4T1BK36BX8U262072,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,TOYOT,4DSD,GAS     ,"3,570",,,7/24/2019,8/7/2021,GY   ,N,N,N
VEH ,4T1BK3EK8AU111965,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,TOYOT,4DSD,GAS     ,"3,362",,,8/8/2018,9/29/2020,GY   ,N,N,N
VEH ,4T1BK3EK7BU130542,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,TOYOT,4DSD,GAS     ,"3,362",,,6/6/2018,6/7/2020,GY   ,N,N,N
