Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
VEH ,1J8HR48P49C552624,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,487",,,2/9/2018,2/8/2020,GY   ,N,N,N
VEH ,1J8HR48N15C713732,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2005,JEEP ,SUBN,GAS     ,"4,506",,,6/3/2019,7/28/2021,BK   ,N,N,N
VEH ,1J8HG682X7C562111,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"5,131",,,6/4/2019,7/18/2021,GY   ,N,N,N
VEH ,1J8HG58N16C204866,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,984",,,10/10/2018,11/8/2020,GY   ,N,N,N
VEH ,1J8HG48K06C206057,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,699",,,6/14/2018,3/29/2020,RD   ,N,N,N
VEH ,1J8GW68J64C278489,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"4,249",,,12/7/2017,1/29/2020,RD   ,N,N,N
VEH ,1J8GW48N24C375258,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,977",,,4/23/2019,4/22/2021,GY   ,N,N,N
VEH ,1J8GR58K69C548614,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,585",,,6/18/2019,8/6/2021,BL   ,N,N,N
VEH ,1J8GR48K99C556359,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,9/16/2019,10/9/2021,BK   ,Y,N,N
VEH ,1J8GR48K99C515181,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,10/16/2019,10/24/2021,BK   ,N,N,N
VEH ,1J8GR48K97C524489,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,365",,,10/31/2019,10/29/2021,BL   ,N,N,N
VEH ,1J8GR48K97C505120,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,365",,,3/18/2019,3/17/2021,BK   ,N,N,N
VEH ,1J8GR48K96C201199,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,383",,,2/15/2019,2/14/2021,GY   ,N,N,N
VEH ,1J8GR48K89C551654,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,7/9/2019,7/31/2021,BK   ,N,N,N
VEH ,1J8GR48K89C534563,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,2/22/2018,5/10/2020,BK   ,N,N,N
VEH ,1J8GR48K88C238893,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,545",,,9/7/2018,7/25/2020,BL   ,N,N,N
VEH ,1J8GR48K79C547935,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,3/6/2019,4/23/2021,GY   ,N,N,N
VEH ,1J8GR48K69C531564,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,8/29/2018,8/20/2020,BK   ,N,N,N
VEH ,1J8GR48K58C226782,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,9/21/2018,10/5/2020,BK   ,N,N,N
VEH ,1J8GR48K58C124074,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,3/18/2019,5/17/2021,GR   ,N,N,N
VEH ,1J8GR48K56C201166,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,383",,,9/27/2019,2/27/2021,RD   ,N,N,N
VEH ,1J8GR48K47C652445,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,254",,,11/19/2018,11/17/2020,GY   ,N,N,N
VEH ,1J8GR48K39C556373,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,4/27/2019,5/27/2021,GY   ,N,N,N
VEH ,1J8GR48K38C116555,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,9/9/2019,10/15/2021,BL   ,N,N,N
VEH ,1J8GR48K36C324027,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,383",,,2/17/2018,2/16/2020,BK   ,N,N,N
VEH ,1J8GR48K29C522781,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,10/21/2019,12/1/2021,BK   ,N,N,N
VEH ,1J8GR48K28C241028,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,7/26/2018,8/29/2020,RD   ,N,N,N
VEH ,1J8GR48K28C137932,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,2/20/2019,5/1/2021,BL   ,N,N,N
VEH ,1J8GR48K19C534789,PAS,BEDFORD HLS    ,NY,10507,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,9/20/2019,9/17/2021,GY   ,N,N,N
VEH ,1J8GR48K18C227105,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,7/1/2019,6/30/2021,WH   ,N,N,N
VEH ,1J8GR48K17C644979,SRF,BEDFORD        ,NY,10506,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,365",,,5/28/2019,6/20/2021,BK   ,N,N,N
VEH ,1J8GR48K09C527364,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,322",,,3/19/2019,4/20/2021,BK   ,N,N,N
VEH ,1J8GR48K08C146726,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,358",,,6/27/2018,9/8/2020,BK   ,N,N,N
VEH ,1J8GR48KX7C702698,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,365",,,7/17/2019,8/28/2021,BK   ,N,N,N
VEH ,1J8GR48KX7C620633,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,365",,,12/27/2017,2/3/2020,GY   ,N,N,N
VEH ,1J8GN58K68W127324,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,383",,,6/11/2019,6/10/2021,GY   ,N,N,N
VEH ,1J8GN58K58W273570,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,363",,,7/1/2019,8/13/2021,GY   ,N,N,N
VEH ,1J8GN28K39W542245,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,076",,,4/26/2019,6/10/2021,BK   ,N,N,N
VEH ,1J8GN28K29W526635,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,076",,,9/3/2019,8/5/2021,GR   ,N,N,N
VEH ,1J8GL58K73W556566,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2003,JEEP ,SUBN,GAS     ,"3,931",,,8/5/2019,9/28/2021,BK   ,N,N,N
VEH ,1J8GL58K52W234961,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2002,JEEP ,SUBN,GAS     ,"3,975",,,7/12/2018,8/9/2020,GY   ,N,N,N
VEH ,1J8GL48K96W156281,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"3,845",,,2/13/2018,4/25/2020,GY   ,N,N,N
VEH ,1J8GA59169L770907,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,319",,,5/22/2019,8/2/2021,RD   ,N,N,N
VEH ,1J8GA59159L716966,PAS,KATAH          ,NY,10536,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,319",,,5/7/2019,3/29/2021,BK   ,N,N,N
VEH ,1J8GA59157L213385,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"4,178",,,10/9/2019,10/8/2021,BK   ,N,N,N
VEH ,1J8GA59138L640131,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,236",,,11/30/2018,1/14/2021,GY   ,N,N,N
VEH ,1J8GA591X8L607787,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,236",,,8/30/2018,11/7/2020,BK   ,N,N,N
VEH ,1J8GA39179L708548,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2009,JEEP ,SUBN,GAS     ,"4,125",,,4/24/2018,5/31/2020,OR   ,N,N,N
VEH ,1J8GA39168L545826,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"4,080",,,8/23/2018,9/29/2020,GR   ,N,N,N
VEH ,1J8FF47W77D138382,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"3,159",,,6/8/2019,7/26/2021,GY   ,N,N,N
VEH ,1J8FF47W57D192425,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2007,JEEP ,SUBN,GAS     ,"3,159",,,3/12/2018,3/11/2020,GY   ,N,N,N
VEH ,1J8FF28W48D796102,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2008,JEEP ,SUBN,GAS     ,"3,108",,,8/24/2018,9/22/2020,BK   ,N,N,N
VEH ,1J4RR6GT5BC647652,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"5,046",,,1/16/2019,2/1/2021,BL   ,N,N,N
VEH ,1J4RR6GTXBC608295,ORG,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"5,046",,,2/22/2019,2/28/2021,RD   ,N,N,N
VEH ,1J4RR6GG8BC603387,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,820",,,9/27/2019,10/20/2021,TN   ,N,N,N
VEH ,1J4RR6GG4BC655308,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,820",,,2/26/2019,5/8/2021,GR   ,N,N,N
VEH ,1J4RR5GT9AC126314,SRF,BEDFORD        ,NY,10506,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,672",,,5/30/2018,8/23/2020,BL   ,N,N,N
VEH ,1J4RR5GT5BC552194,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"5,009",,,7/2/2018,7/24/2020,GR   ,N,N,N
VEH ,1J4RR5GG4BC556174,RGL,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,700",,,10/18/2017,12/2/2019,GY   ,N,N,N
VEH ,1J4RR5GG2BC669041,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,700",,,4/3/2019,4/26/2021,BK   ,N,N,N
VEH ,1J4RR4GG9BC681147,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,11/19/2018,9/10/2020,WH   ,N,N,N
VEH ,1J4RR4GG9BC613057,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,107",,,11/16/2018,11/14/2020,BK   ,N,N,N
VEH ,1J4RR4GG9BC510673,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,11/2/2018,1/18/2021,WH   ,N,N,N
VEH ,1J4RR4GG6BC645805,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,6/21/2019,8/7/2021,GY   ,N,N,N
VEH ,1J4RR4GG4BC609837,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,10/28/2019,11/21/2021,WH   ,N,N,N
VEH ,1J4RR4GG3BC734862,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,507",,,5/24/2019,4/5/2021,GR   ,N,N,N
VEH ,1J4RR4GG3BC675554,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,551",,,5/14/2019,5/28/2021,WH   ,N,N,N
VEH ,1J4RR4GG2BC597719,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,10/26/2018,1/9/2021,BK   ,N,N,N
VEH ,1J4RR4GG2BC510403,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,11/13/2018,11/25/2020,BK   ,N,N,N
VEH ,1J4RR4GG0BC647887,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,8/1/2018,7/31/2020,BK   ,N,Y,N
VEH ,1J4RR4GGXBC510729,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,516",,,4/23/2019,7/12/2021,BK   ,N,N,N
VEH ,1J4PR4GK8AC139452,ORG,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,345",,,3/5/2019,4/29/2021,BK   ,N,N,N
VEH ,1J4PR4GK7AC146912,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,345",,,1/30/2019,3/9/2021,GY   ,N,N,N
VEH ,1J4PR4GK3AC141481,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,345",,,9/10/2019,9/15/2021,WH   ,N,N,N
VEH ,1J4PR4GK3AC134918,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,345",,,6/12/2018,5/3/2020,BK   ,N,N,N
VEH ,1J4PR4GK1AC106440,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,345",,,9/16/2019,10/23/2021,BL   ,N,N,N
VEH ,1J4PR4GKXAC103195,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,345",,,3/9/2019,1/19/2021,GY   ,N,N,N
VEH ,1J4PN5GK8AW179918,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,199",,,5/17/2019,6/21/2021,BK   ,N,N,N
VEH ,1J4PN5GK8AW169728,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,199",,,10/18/2018,10/17/2020,BK   ,N,N,N
VEH ,1J4PN5GKXAW151375,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,199",,,2/8/2018,3/19/2020,BK   ,N,N,N
VEH ,1J4PN2GK8BW587609,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,060",,,9/23/2019,9/15/2021,GY   ,N,N,N
VEH ,1J4PN2GK5BW529845,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,089",,,11/29/2018,11/28/2020,BK   ,N,N,N
VEH ,1J4PN2GK5AW145174,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,089",,,8/13/2018,9/29/2020,TN   ,N,N,N
VEH ,1J4PN2GK4BW531831,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,089",,,2/17/2018,12/19/2019,BK   ,N,N,N
VEH ,1J4PN2GK4BW527522,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,089",,,4/11/2018,5/18/2020,WH   ,N,N,N
VEH ,1J4PN2GK4AW178957,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,089",,,7/4/2018,6/21/2020,GR   ,N,N,N
VEH ,1J4PN2GK1AW135354,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,089",,,2/22/2019,3/30/2021,WH   ,N,N,N
VEH ,1J4PN2GK0BW538758,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,089",,,1/10/2019,2/24/2021,BK   ,N,N,N
VEH ,1J4NT2GB8AD666222,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"3,108",,,1/22/2018,1/21/2020,BK   ,N,N,N
VEH ,1J4NT1FB9BD195551,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"3,228",,,5/13/2019,5/12/2021,GY   ,N,N,N
VEH ,1J4NF1GB3BD115294,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"3,560",,,8/21/2018,4/18/2020,WH   ,N,N,N
VEH ,1J4NF1GB2BD157472,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"3,381",,,7/9/2018,7/8/2020,GY   ,N,N,N
VEH ,1J4NF1FB7BD223631,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"3,434",,,5/11/2018,3/24/2020,BK   ,N,N,N
VEH ,1J4NF1FB3BD180437,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"3,432",,,6/15/2018,7/24/2020,BL   ,N,N,N
VEH ,1J4NF1FB0BD159173,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"3,399",,,7/25/2019,7/24/2021,BK   ,N,N,N
VEH ,1J4HR58246C356495,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,697",,,11/23/2018,12/25/2020,BL   ,N,N,N
VEH ,1J4HR58226C169370,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,697",,,7/2/2019,7/1/2021,RD   ,N,N,N
VEH ,1J4HR58N56C185699,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2006,JEEP ,SUBN,GAS     ,"4,571",,,12/9/2018,1/3/2021,GY   ,N,N,N
VEH ,1J4HR58N25C578798,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2005,JEEP ,SUBN,GAS     ,"4,411",,,2/2/2019,1/9/2021,GR   ,N,N,N
VEH ,1J4HA6H17AL147443,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,341",,,5/1/2018,1/31/2020,GR   ,N,N,N
VEH ,1J4HA5H18BL631634,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,266",,,8/31/2019,10/26/2021,RD   ,N,N,N
VEH ,1J4HA5H16AL184820,SRF,BEDFORD        ,NY,10506,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,9/18/2019,10/20/2021,WH   ,N,N,N
VEH ,1J4HA5H16AL100639,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,1/2/2019,1/1/2021,GR   ,N,N,N
VEH ,1J4HA5H14AL141934,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,12/1/2017,11/28/2019,RD   ,N,N,N
VEH ,1J4HA5H13AL183124,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,5/30/2018,4/28/2020,GR   ,N,N,N
VEH ,1J4HA5H12BL525390,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,296",,,5/22/2018,7/16/2020,YW   ,N,N,N
VEH ,1J4HA5H12AL230496,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,8/20/2018,8/26/2020,RD   ,N,N,N
VEH ,1J4HA5H12AL109595,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,11/6/2017,12/17/2019,BK   ,N,N,N
VEH ,1J4HA5H1XAL162402,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,247",,,5/18/2018,5/17/2020,BK   ,N,N,N
VEH ,1J4HA3H18BL525415,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2011,JEEP ,SUBN,GAS     ,"4,146",,,7/2/2019,7/31/2021,YW   ,N,N,N
VEH ,1J4HA3H13AL182124,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2010,JEEP ,SUBN,GAS     ,"4,099",,,9/10/2019,10/6/2021,BK   ,N,N,N
VEH ,1J4G248SXYC205223,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2000,JEEP ,SUBN,GAS     ,"3,785",,,3/7/2019,3/6/2021,WH   ,N,N,N
VEH ,1J4GZ78Y5VC731515,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1997,JEEP ,SUBN,GAS     ,"4,069",,,9/5/2018,11/20/2020,DK BL,N,N,N
VEH ,1J4GZ78Y2RC351585,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,1994,JEEP ,SUBN,GAS     ,"3,826",,,5/29/2019,5/1/2021,GR   ,N,N,N
VEH ,1J4GZ58Y3RC322715,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,1994,JEEP ,4DSD,GAS     ,"3,452",,,3/6/2018,3/31/2020,GY   ,N,N,N
VEH ,1J4GZ58S9TC159054,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1996,JEEP ,SUBN,GAS     ,"5,300",,,9/13/2018,10/31/2020,GY   ,N,N,N
VEH ,1J4GZ58S6VC646571,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1997,JEEP ,SUBN,GAS     ,"3,700",,,12/31/2018,12/17/2020,TN   ,N,N,N
VEH ,1J4GZ58S6TC174711,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1996,JEEP ,SUBN,GAS     ,"3,686",,,7/25/2018,7/24/2020,BK   ,N,N,N
VEH ,1J4GZ58S0VC648123,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,1997,JEEP ,SUBN,GAS     ,"3,873",,,7/2/2019,7/1/2021,MR   ,N,N,N
VEH ,1J4GZ48Y1WC185831,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1998,JEEP ,SUBN,GAS     ,"3,850",,,1/25/2018,1/24/2020,GY   ,N,N,N
VEH ,1J4GW58S9XC540546,PAS,KATONAH        ,NY,10536,WESTCHESTER ,1999,JEEP ,SUBN,GAS     ,"4,019",,,5/19/2019,6/14/2021,GR   ,N,N,N
VEH ,1J4GW58S04C372839,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,955",,,8/13/2018,9/20/2020,BK   ,N,N,N
VEH ,1J4GW48S94C185545,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,4/16/2019,4/15/2021,BK   ,N,N,N
VEH ,1J4GW48S91C514837,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2001,JEEP ,SUBN,GAS     ,"4,039",,,9/25/2018,12/26/2020,RD   ,N,N,N
VEH ,1J4GW48S9YC388974,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2000,JEEP ,SUBN,GAS     ,"4,006",,,6/16/2019,6/20/2021,BL   ,N,N,N
VEH ,1J4GW48S74C322708,SRF,BEDFORD        ,NY,10506,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,9/9/2018,10/30/2020,BK   ,N,N,N
VEH ,1J4GW48S64C349852,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,6/21/2018,6/20/2020,BL   ,N,Y,N
VEH ,1J4GW48S64C312722,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,8/30/2018,6/17/2020,BK   ,N,N,N
VEH ,1J4GW48S62C307646,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2002,JEEP ,4DSD,GAS     ,"3,868",,,7/9/2018,8/7/2020,BL   ,N,N,N
VEH ,1J4GW48S6YC385398,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2000,JEEP ,SUBN,GAS     ,"4,081",,,10/3/2019,7/29/2021,BK   ,N,N,N
VEH ,1J4GW48S6YC352790,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2000,JEEP ,SUBN,GAS     ,"4,057",,,4/29/2019,6/9/2021,WH   ,N,N,N
VEH ,1J4GW48S6YC330854,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2000,JEEP ,SUBN,GAS     ,"3,966",,,11/3/2017,12/10/2019,GY   ,N,N,N
VEH ,1J4GW48S53C509573,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2003,JEEP ,SUBN,GAS     ,"3,990",,,8/5/2019,9/12/2021,GY   ,N,N,N
VEH ,1J4GW48S42C317169,SRF,KATONAH        ,NY,10536,WESTCHESTER ,2002,JEEP ,4DSD,GAS     ,"3,868",,,6/14/2018,6/13/2020,BL   ,N,N,N
VEH ,1J4GW48S41C672146,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2001,JEEP ,SUBN,GAS     ,"3,844",,,4/6/2018,5/4/2020,WH   ,N,N,N
VEH ,1J4GW48S34C266234,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,12/24/2017,11/4/2019,BK   ,N,N,N
VEH ,1J4GW48S33C526758,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2003,JEEP ,SUBN,GAS     ,"4,248",,,2/17/2018,2/16/2020,BL   ,N,N,N
VEH ,1J4GW48S3YC415439,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2000,JEEP ,SUBN,GAS     ,"4,081",,,2/16/2019,2/18/2021,BL   ,N,N,N
VEH ,1J4GW48S24C343207,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,4/25/2018,6/7/2020,GY   ,N,N,N
VEH ,1J4GW48S24C275734,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2004,JEEP ,SUBN,GAS     ,"3,888",,,2/26/2018,12/16/2019,GY   ,N,N,N
